Category,Phrase,CES,Multiple CES,CNP-specific
NP,great rock,Identity,2, 
NP,great scenery,Aesthetic,,CNP 
NP,great scenic drive,Aesthetic,, 
NP,great scenic view,Aesthetic,, 
NP,great short hike,Recreational,, 
NP,great solitude,Spiritual,, 
NP,great stargazing,Aesthetic,, 
NP,great sunset,Aesthetic,, 
NP,great sunset view,Aesthetic,, 
NP,great trail,Recreational,,CNP 
NP,great view,Aesthetic,,CNP 
NP,great viewpoint,Aesthetic,, 
NP,great walk,Recreational,,CNP 
NP,great waterfall,Aesthetic,, 
NP,great wildlife,Biological,, 
NP,greatness of nature,Aesthetic,,CNP 
NP,green forest,Biological,, 
NP,green meadow,Aesthetic,, 
NP,green mountain,Aesthetic,,CNP 
VP,greet with,Social,, 
,greet with spectacular view,Aesthetic,,
VP,grill trout,Recreational,1,CNP
VP,grill trout,Biological,2,CNP
NP,grist mill,Recreational,, 
NP,grizzly bear,Biological,, 
NP,group of elk,Biological,, 
NP,group of friend,Social,,CNP 
NP,grove of tree,Biological,, 
VP,guide boat tour,Recreational,, 
VP,guide fishing,Recreational,, 
VP,guide hike with group,Recreational,, 
VP,guide hike with naturalist,Recreational,, 
VP,guide hike with park ranger,Recreational,, 
VP,guide hike with ranger,Social,, 
VP,guide historical tour,Educational,1, 
VP,guide historical tour,Cultural,2, 
VP,guide horseback ride,Recreational,, 
VP,guide kayak,Recreational,, 
VP,guide ranger tour,Educational,, 
NP,gypsum dune,Identity,, 
NP,gypsum sand,Identity,1, 
NP,gypsum sand,Biological,2, 
VP,hang around,Social,, 
VP,hang around lake,Recreational,,CNP
VP,hang out with family and friend,Social,, 
NP,harbor seal,Biological,, 
NP,hard hike,Recreational,,CNP 
NP,harlequin frog,Biological,,CNP
VP,have activity for kid,Social,, 
VP,have amazing scenery,Aesthetic,,CNP
VP,have amazing view,Aesthetic,,CNP 
VP,have animal,Biological,, 
VP,have awesome view,Aesthetic,, 
VP,have beautiful andean landscape,Aesthetic,,CNP
VP,have beautiful lagoon,Aesthetic,,CNP
VP,have beautiful landscape,Aesthetic,,CNP
VP,have beautiful picnic,Aesthetic,, 
VP,have beautiful scenery,Aesthetic,, 
VP,have beautiful scenic drive,Aesthetic,, 
VP,have beautiful view,Aesthetic,, 
VP,have bird eye view,Aesthetic,, 
VP,have blacksmith shop,Recreational,, 
VP,have camelback,Identity,1, 
VP,have camelback,Biological,2, 
VP,have campfire,Social,, 
VP,have campground,Recreational,, 
VP,have camping,Recreational,, 
VP,have chapel,Spiritual,,CNP
VP,have close encounter with bear,Biological,, 
VP,have day trip,Recreational,,CNP 
VP,have deer,Biological,, 
VP,have direct contact with nature,Biological,,CNP
VP,have ecological importance,Biological,, 
VP,have excellent view,Aesthetic,, 
VP,have experience of lifetime,Spiritual,, 
VP,have extensive hiking,Recreational,, 
VP,have family hike,Recreational,,CNP
VP,have family picnic,Social,, 
VP,have fantastic view,Aesthetic,, 
VP,have feeling of accomplishment,Spiritual,, 
VP,have few hiking track,Recreational,,CNP
VP,have fond memory,Spiritual,, 
VP,have fossil,Educational,, 
VP,have friendly conversation,Social,, 
VP,have fun adventure,Recreational,, 
VP,have fun climbing,Recreational,, 
VP,have fun diving,Recreational,, 
VP,have fun hiking,Recreational,, 
VP,have fun in dune,Recreational,, 
VP,have fun in sand,Recreational,, 
VP,have fun in sun,Recreational,, 
VP,have fun in water,Recreational,, 
VP,have fun on dune,Recreational,, 
VP,have fun sledding,Recreational,, 
VP,have fun swimming,Recreational,, 
VP,have fun with family,Social,, 
VP,have geology,Educational,, 
VP,have good hiking experience,Recreational,,CNP
VP,have good panoramic view,Aesthetic,, 
VP,have good picnic,Recreational,, 
VP,have good swim,Recreational,, 
VP,have good view,Aesthetic,, 
VP,have goose bump,Spiritual,, 
VP,have gorgeous view,Aesthetic,, 
VP,have great family time,Social,, 
VP,have great hike,Recreational,, 
VP,have great landscape,Aesthetic,,CNP
VP,have great memory,Spiritual,1, 
VP,have great memory,Social,2, 
VP,have great panoramic view,Aesthetic,, 
VP,have great photo,Aesthetic,, 
VP,have great picnic,Recreational,1, 
VP,have great picnic,Social,2, 
VP,have great scenic drive,Aesthetic,, 
VP,have great sense of accomplishment,Spiritual,, 
VP,have great time as family,Social,,CNP
VP,have great time with family,Social,, 
VP,have great view,Aesthetic,,CNP 
VP,have great visit,Recreational,, 
VP,have grotto and chapel,Identity,1,CNP
VP,have grotto and chapel,Recreational,2,CNP
VP,have grotto and chapel,Cultural,3,CNP
VP,have grotto and chapel,Cultural,3,CNP
VP,have hard hike,Recreational,,CNP
VP,have high mountain trail,Recreational,,CNP
VP,have hike,Recreational,,CNP
VP,have history,Educational,1, 
VP,have history,Cultural,2, 
VP,have history of eruption,Educational,, 
VP,have horseback riding,Recreational,, 
VP,have huge telescope,Recreational,, 
VP,have hundred of bison,Biological,, 
VP,have iceberg,Identity,, 
VP,have impressive view,Aesthetic,, 
VP,have impromptu picnic,Recreational,, 
VP,have incredible history,Cultural,, 
VP,have incredible trail,Recreational,,CNP
VP,have incredible view,Aesthetic,, 
VP,have interesting display,Recreational,, 
VP,have interesting history,Cultural,, 
VP,have interesting museum,Educational,, 
VP,have its own unique beauty,Aesthetic,, 
VP,have kid,Social,,CNP 
VP,have lagoon,Identity,,CNP
VP,have large cave system in world,Identity,, 
VP,have large concentration,Spiritual,, 
VP,have large number of lagoon,Biological,,CNP
VP,have leisurely drive,Recreational,, 
VP,have leisurely stroll,Recreational,, 
VP,have lifetime experience,Spiritual,, 
,have little kid,Social,,
VP,have local friend,Social,,CNP
VP,have long drive,Recreational,, 
VP,have lot of bison,Biological,, 
VP,have lot of exotic place,Identity,,CNP
VP,have lot of good memory,Spiritual,, 
VP,have lot of great hiking,Recreational,, 
VP,have lot of history,Educational,1, 
VP,have lot of history,Cultural,2, 
VP,have lot of memory,Spiritual,, 
VP,have lot of scenic view,Aesthetic,, 
VP,have lovely flower,Aesthetic,, 
VP,have lunch,Social,,CNP
VP,have lunch at cafeteria,Social,, 
VP,have lunch at lake,Recreational,, 
VP,have lunch at picnic area,Social,, 
VP,have lunch at picnic table,Social,, 
VP,have lunch at top,Recreational,1, 
VP,have lunch at top,Social,2, 
VP,have lunch at visitor center,Social,, 
VP,have lunch by river,Recreational,, 
VP,have lunch in picnic area,Recreational,, 
VP,have lunch picnic,Social,, 
VP,have magnificent view,Aesthetic,, 
VP,have many cathedral,Cultural,,CNP
VP,have many lagoon,Identity,,CNP
VP,have many lake,Identity,,CNP
VP,have many microclimate,Identity,,CNP
VP,have many route,Recreational,,CNP
VP,have many trail,Recreational,, 
VP,have many waterfall,Identity,, 
VP,have memory,Spiritual,, 
VP,have moment of peace,Spiritual,,CNP
VP,have more solitude,Spiritual,, 
VP,have mountain goat,Biological,, 
VP,have multiple view point,Aesthetic,, 
VP,have museum,Cultural,, 
VP,have native american art,Cultural,, 
VP,have native vegetation,Biological,, 
VP,have neat museum,Cultural,, 
VP,have nice exhibit,Recreational,, 
VP,have nice hiking,Recreational,,CNP
VP,have nice museum,Recreational,1, 
VP,have nice museum,Educational,2, 
VP,have nice picnic,Recreational,, 
VP,have nice scenery,Aesthetic,, 
VP,have nice scenic drive,Aesthetic,, 
VP,have nice view,Aesthetic,, 
VP,have numerous lake,Aesthetic,,CNP
VP,have old house,Cultural,, 
VP,have on my bucket list,Recreational,, 
VP,have panoramic view,Aesthetic,,CNP 
VP,have peace,Spiritual,, 
VP,have phenomenal view,Aesthetic,, 
VP,have picnic,Recreational,,CNP 
VP,have picnic at picnic area,Social,, 
VP,have picnic at top,Social,, 
VP,have picnic in meadow,Social,, 
VP,have picnic in park,Social,, 
VP,have picnic lunch,Social,, 
VP,have pleasure of driving,Recreational,, 
VP,have plenty of great view,Aesthetic,, 
VP,have plenty of iceberg,Identity,, 
VP,have quite history,Cultural,, 
VP,have rainforest,Identity,, 
VP,have relaxing and interesting stroll,Recreational,,CNP
VP,have ritual,Spiritual,,CNP
VP,have rock,Identity,1,CNP
VP,have rock,Biological,2,CNP
VP,have same feeling of peace,Spiritual,,CNP
VP,have sanctuary,Spiritual,1,CNP
VP,have sanctuary,Cultural,2,CNP
VP,have sand,Identity,, 
VP,have scenery,Aesthetic,, 
VP,have scenic drive,Recreational,, 
VP,have scenic overlook,Aesthetic,, 
VP,have scenic picnic,Recreational,, 
VP,have scenic view,Aesthetic,, 
VP,have sense of accomplishment,Spiritual,, 
VP,have sense of adventure,Recreational,, 
VP,have several animal,Biological,, 
VP,have several lagoon,Identity,,CNP
VP,have several route,Recreational,,CNP
VP,have several trail,Recreational,,CNP
VP,have several view point,Aesthetic,, 
VP,have several wonderful view,Aesthetic,, 
VP,have short walk,Recreational,, 
VP,have small kid,Social,, 
VP,have small museum,Educational,, 
VP,have small picnic lunch,Recreational,1, 
VP,have small picnic lunch,Social,2, 
VP,have snow,Aesthetic,, 
VP,have snowball fight,Recreational,1, 
VP,have snowball fight,Social,2, 
VP,have some amazing view,Aesthetic,, 
VP,have some fantastic rock formation,Identity,, 
VP,have some fantastic view,Aesthetic,, 
VP,have some fresh air,Spiritual,, 
VP,have some nice view,Aesthetic,, 
VP,have some of good view,Aesthetic,, 
VP,have some peace,Spiritual,, 
VP,have some unique formation,Identity,, 
VP,have some wonderful history,Cultural,, 
VP,have some wonderful view,Aesthetic,, 
VP,have spectacular landscape,Aesthetic,,CNP
VP,have spectacular rock formation,Identity,, 
VP,have spectacular scenery,Aesthetic,, 
VP,have spectacular view,Aesthetic,,CNP 
VP,have spiritual experience,Spiritual,, 
VP,have stunning view,Aesthetic,, 
VP,have terrific view,Aesthetic,, 
VP,have this on my bucket list,Identity,, 
VP,have time for hike,Recreational,, 
VP,have tranquil,Spiritual,, 
VP,have tree,Biological,, 
VP,have unbelievable view,Aesthetic,, 
VP,have unique ecosystem,Biological,,CNP
VP,have unique rock formation,Identity,, 
VP,have unique view,Aesthetic,,CNP 
VP,have variety of rock formation,Identity,, 
VP,have variety of view,Aesthetic,, 
VP,have variety of wildlife,Biological,, 
VP,have vegetation,Biological,, 
VP,have very unique landscape,Identity,,CNP
VP,have view,Aesthetic,, 
VP,have viewpoint,Aesthetic,,CNP
VP,have waterfall,Aesthetic,, 
VP,have wildflower,Biological,, 
VP,have wildlife,Biological,, 
VP,have wonderful hike,Recreational,, 
VP,have wonderful landscape,Aesthetic,,CNP
VP,have wonderful lunch,Social,, 
VP,have wonderful view,Aesthetic,, 
VP,have young child,Social,, 
VP,head for trail,Recreational,, 
VP,hear about geology,Educational,, 
VP,hear about petrified wood,Educational,, 
VP,hear bird,Biological,,CNP 
VP,hear coyote,Biological,, 
VP,hear cricket,Biological,, 
VP,hear elk,Biological,, 
VP,hear frog,Biological,,CNP 
VP,hear history,Educational,,CNP 
VP,hear power,Spiritual,, 
VP,hear silence,Spiritual,, 
VP,hear wolf,Biological,, 
NP,helicopter flight,Recreational,, 
NP,helicopter ride,Recreational,, 
NP,helicopter tour,Recreational,, 
NP,helicopter trip,Recreational,, 
VP,help with preservation,Biological,, 
NP,herd of bison,Biological,, 
NP,herd of buffalo,Biological,, 
NP,herd of elk,Biological,, 
NP,herd of llama,Biological,,CNP 
NP,heritage of humanity,Cultural,,CNP
NP,heritage site,Cultural,,CNP 
NP,hidden gem,Aesthetic,, 
VP,hide gem,Recreational,, 
NP,high altitude,Identity,,CNP 
NP,high altitude lake,Identity,,CNP 
NP,high altitude nature,Recreational,,CNP 
NP,high altitude park,Identity,,CNP 
NP,high Andes,Recreational,,CNP
NP,high elevation,Identity,,CNP 
NP,high lake,Identity,,CNP 
NP,high mountain,Aesthetic,,CNP 
NP,high peak,Identity,, 
NP,high viewpoint,Aesthetic,1,CNP 
NP,high viewpoint,Identity,2,CNP 
NP,high waterfall,Identity,, 
VP,hike about,Recreational,,CNP
VP,hike about half mile,Recreational,, 
VP,hike about half way,Recreational,, 
VP,hike about mile,Recreational,, 
VP,hike across,Recreational,, 
VP,hike all way,Recreational,, 
VP,hike alone,Recreational,,CNP 
VP,hike along beach,Recreational,, 
VP,hike along canyon,Recreational,, 
VP,hike along lake,Recreational,, 
VP,hike along ridge,Recreational,, 
VP,hike along rim,Recreational,, 
VP,hike along river,Recreational,, 
VP,hike along shore,Recreational,, 
VP,hike along trail,Recreational,, 
VP,hike along way,Recreational,, 
VP,hike and fish,Recreational,,CNP
VP,hike and fishing,Recreational,,CNP
VP,hike and mountaineering,Recreational,,CNP
VP,hike around,Recreational,,CNP
VP,hike around canyon,Recreational,, 
VP,hike around crater,Recreational,, 
VP,hike around entire lake,Recreational,, 
VPNP,hike around lake,Recreational,, CNP 
VP,hike around pond,Recreational,, 
VP,hike around rim,Recreational,, 
VP,hike around summit,Recreational,, 
VP,hike around this lake,Recreational,, 
VP,hike around top,Recreational,, 
VP,hike around trail,Recreational,, 
VP,hike around valley,Recreational,, 
VP,hike at altitude,Recreational,,CNP 
VP,hike at high altitude,Recreational,,CNP
VP,hike at high elevation,Recreational,, 
VP,hike at sunrise,Recreational,, 
VP,hike at sunset,Recreational,, 
VP,hike back,Recreational,,CNP
VP,hike back country,Recreational,, 
VP,hike back in dark,Recreational,, 
VP,hike back up canyon,Recreational,, 
VP,hike back up trail,Recreational,, 
VP,hike beautiful area,Recreational,,CNP
VP,hike canyon,Recreational,, 
VP,hike different area,Recreational,,CNP
VP,hike different trail,Recreational,,CNP
VP,hike down,Recreational,,CNP
VP,hike down canyon,Recreational,, 
VP,hike down into canyon,Recreational,, 
VP,hike down to bottom,Recreational,, 
VP,hike down to lake with family,Recreational,,CNP
VP,hike down to river,Recreational,, 
VP,hike down trail,Recreational,, 
VP,hike dune,Recreational,, 
VP,hike entire trail,Recreational,, 
VP,hike for,Recreational,,CNP
VP,hike for day,Recreational,, 
NP,hike for family,Recreational,1, 
NP,hike for family,Social,2, 
VP,hike for few hour,Recreational,, 
VP,hike for hour,Recreational,, 
VP,hike for while,Recreational,, 
VP,hike from bottom,Recreational,, 
VP,hike from campground,Recreational,, 
VP,hike from parking lot,Recreational,, 
VP,hike from trailhead,Recreational,, 
VP,hike from valley,Recreational,, 
VP,hike from visitor center,Recreational,, 
VP,hike here,Recreational,,CNP
VP,hike high elevation,Recreational,,CNP
VP,hike in,Recreational,,CNP
VP,hike in area,Recreational,, 
VP,hike in canyon,Recreational,, 
VP,hike in morning,Recreational,, 
NP,hike in mountain,Recreational,,CNP
VPNP,hike in park,Recreational,, CNP 
VP,hike in river,Recreational,, 
VP,hike into canyon,Recreational,, 
VP,hike long distance,Recreational,, 
VP,hike long trail,Recreational,,CNP
VP,hike loop,Recreational,, 
VP,hike lot,Recreational,,CNP
VP,hike multiple trail,Recreational,,CNP
VP,hike on rock,Recreational,, 
VP,hike on this trail,Recreational,, 
VPNP,hike on trail,Recreational,, CNP 
VP,hike only,Recreational,,CNP
VP,hike out next day,Recreational,, 
VP,hike out to fall,Recreational,, 
VP,hike out to point,Recreational,, 
VP,hike over dam,Recreational,, 
VP,hike over mile,Recreational,, 
VP,hike over rock,Recreational,, 
VP,hike park,Recreational,,CNP
VP,hike rim,Recreational,, 
VP,hike route,Recreational,,CNP
VP,hike through,Recreational,,CNP
VP,hike through canyon,Recreational,, 
VPNP,hike through forest,Recreational,, CNP 
VPNP,hike through park,Recreational,, CNP
VP,hike through river,Recreational,, 
VP,hike through snow,Recreational,, 
VP,hike through some snow,Recreational,, 
VP,hike through trail,Recreational,, 
VP,hike through water,Recreational,, 
VP,hike through wood,Recreational,, 
VP,hike to bottom,Recreational,, 
,hike to end,Recreational,,
VP,hike to fall,Recreational,, 
VP,hike to river,Recreational,, 
VP,hike to see,Recreational,, 
VP,hike to summit,Recreational,, 
VP,hike to top,Recreational,, 
,hike to waterfall,Recreational,,
VP,hike too,Recreational,,CNP
VP,hike trail,Recreational,,CNP 
VP,hike trip,Recreational,,CNP
VP,hike trip with friend,Recreational,,CNP
VP,hike twice,Recreational,,CNP
VP,hike up,Recreational,,CNP
VP,hike up hill,Recreational,, 
VPNP,hike up mountain,Recreational,, CNP
,hike up river,Recreational,,
VP,hike up to fall,Recreational,, 
VP,hike up to top,Recreational,, 
VP,hike up trail,Recreational,, 
VP,hike uphill,Recreational,, 
VP,hike various trail,Recreational,,CNP
VP,hike very beautiful place,Recreational,,CNP
VP,hike with,Recreational,,CNP
VP,hike with child,Social,,CNP
NP,hike with guide,Recreational,,CNP 
VP,hike with kid,Social,, 
VP,hike with young child,Social,, 
VPNP,hike without guide,Recreational,,CNP
NP,hiking and biking,Recreational,, 
NP,hiking and camping,Recreational,,CNP 
NP,hiking and fishing,Recreational,,CNP 
NP,hiking and sport fishing,Recreational,,CNP
NP,hiking and walking,Recreational,,CNP 
NP,hiking experience,Recreational,,CNP 
NP,hiking route,Recreational,,CNP 
NP,hiking tour,Recreational,,CNP 
NP,hiking trail,Recreational,,CNP 
NP,historic area,Cultural,, 
NP,historic attraction,Educational,1, 
NP,historic attraction,Cultural,2, 
NP,historic barn,Educational,1, 
NP,historic barn,Cultural,2, 
NP,historic bathhouse,Cultural,, 
NP,historic bridge,Cultural,, 
NP,historic building,Educational,1, 
NP,historic building,Cultural,2, 
NP,historic cabin,Cultural,, 
NP,historic cave,Cultural,, 
NP,historic cave tour,Cultural,, 
NP,historic center,Cultural,,CNP 
NP,historic church,Cultural,, 
NP,historic district,Cultural,, 
NP,historic entrance,Cultural,, 
NP,historic farm,Cultural,, 
NP,historic fort,Cultural,, 
NP,historic home,Educational,, 
NP,historic homestead,Cultural,, 
NP,historic hotel,Cultural,, 
NP,historic house,Cultural,, 
NP,historic information,Cultural,, 
NP,historic inn,Cultural,, 
